0,117
1,118
2,120
3,125
4,136
5,115
6,105
7,121
8,114
9,126
10,108
11,126
12,98
13,108
14,99
15,122
16,117
17,112
18,134
19,157
20,186
21,163
22,203
23,210
24,266
25,302
26,324
27,375
28,398
29,395
30,382
31,397
32,364
33,375
34,397
35,424
36,441
37,435
38,420
39,422
